title,url,event_id,description
2025 Women's ITA Regional Tournament,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1243624081,1243624081,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414086,1289414086,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414088,1289414088,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414090,1289414090,
Morning Stretch (Maki),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151701,1293151701,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414092,1289414092,
2025 Winship 5K,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1223742414,1223742414,
2025 Women's ITA Regional Tournament,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1243624077,1243624077,
Rise & Ride (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293150958,1293150958,
Morning Stretch (Maki),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151696,1293151696,
Rise & Ride (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293150960,1293150960,
2025 Winship 5K,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1223742412,1223742412,
2025 Winship 5K,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1223742413,1223742413,
Winship 5k,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1286276461,1286276461,
Volleyball Round Robin I,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1262830236,1262830236,
Track and Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1226151374,1226151374,
Track and Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1226151375,1226151375,
Track and Field Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1226151376,1226151376,
PE 167 5 3646,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774298,1285774298,
PE 116 1 3586,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285769682,1285769682,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414094,1289414094,
Alpha Phi Omega Kickball Tournament,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1305535238,1305535238,
PE Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293228362,1293228362,
PE 167 5 3646,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774291,1285774291,
PE Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293228363,1293228363,
PE 161 1 6313,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291576597,1291576597,
DANC 323R 1 2743,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1301542766,1301542766,
CS MVB Hold,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307739925,1307739925,
Adrenaline Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307395460,1307395460,
PE Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293228207,1293228207,
Choreography I,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1308170167,1308170167,
PE Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293228208,1293228208,
PE 199 1 3588,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294449196,1294449196,
Volleyball vs Oglethorpe,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1262830237,1262830237,
Agnition Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303526560,1303526560,
Dance Net Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1298682302,1298682302,
CS Meetings,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303043530,1303043530,
PE 161 1 6313,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291576596,1291576596,
Track Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1314051236,1314051236,
DANC 121R 1 2749,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1284760821,1284760821,
EDC Rehearsals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1298682307,1298682307,
Dance Net Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1298682308,1298682308,
Mulan Weekly Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303568053,1303568053,
PE 194 1 3596,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773914,1285773914,
PE 199 1 3588,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294449195,1294449195,
Sports Medicine Meeting - JD,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1288943645,1288943645,
PE 212 1 5457,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285770255,1285770255,
WBB Captain's Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1301834094,1301834094,
Rise & Ride (Cecilia),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293150962,1293150962,
CS Cycle & Tri,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1292056011,1292056011,
Events Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1288670889,1288670889,
DANC 121R 1 2749,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1284760820,1284760820,
PE 194 1 3596,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773919,1285773919,
PE 192 1 3587,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285770404,1285770404,
WBB Captain's Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1301847594,1301847594,
WBB Captain's Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1301834095,1301834095,
TNT Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303524580,1303524580,
DANC 223R 1 2742,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1248425673,1248425673,
PE 212 1 5457,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285770253,1285770253,
PE 199 2 5444,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291482273,1291482273,
FacOps Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1319146798,1319146798,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257035,1302257035,
WBB Captain's Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1301847595,1301847595,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257030,1302257030,
PE 162 1 3688,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774288,1285774288,
PE 192 1 3587,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285770403,1285770403,
DANC 223R 1 2742,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1248425682,1248425682,
PE 164 1 3602,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293392158,1293392158,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257289,1302257289,
Muay Thai Club Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1305485894,1305485894,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257284,1302257284,
DANC 323R 1 2743,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1301542764,1301542764,
RecWell Team Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1308065985,1308065985,
PE 162 1 3688,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774295,1285774295,
AT Meeting - Dunham,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1318749677,1318749677,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414093,1289414093,
Swim/Dive v Queens,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290411634,1290411634,
CS Water Polo,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291624051,1291624051,
Marketing Team Office Hours,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1308132662,1308132662,
PE 164 1 3602,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293392156,1293392156,
SSDC Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1311735250,1311735250,
PE 116 1 3586,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285769681,1285769681,
CS JUICE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291756573,1291756573,
CS Judo,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1292105668,1292105668,
TNT Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303526548,1303526548,
PE 167 4 3642,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774289,1285774289,
PE 116 1 3586,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285769680,1285769680,
DANC 323R 1 2743,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1301542765,1301542765,
DANC 121R 2 2751,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1284866559,1284866559,
CS Ultimate,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290839310,1290839310,
TNT Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303524586,1303524586,
CS Men's Soccer,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1313651389,1313651389,
Move + Meditate (Tani),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151694,1293151694,
DANC 121R 2 2751,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1284866558,1284866558,
Marketing Team Office Hours,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1308132663,1308132663,
PE 167 2 3604,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774300,1285774300,
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294203089,1294203089,
TNT Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303526562,1303526562,
Karate Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1305914019,1305914019,
PE 167 1 3600,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293392155,1293392155,
PE 167 2 3604,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774293,1285774293,
PE 167 4 3642,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774296,1285774296,
Pilates Burn (Savvy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151702,1293151702,
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294203209,1294203209,
Break Emory Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303568055,1303568055,
Saraas Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303523277,1303523277,
PE 189 1 3607,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773915,1285773915,
A&R Senate Committee Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1305891928,1305891928,
Move + Meditate (Tani),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151699,1293151699,
PE 167 3 3614,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773922,1285773922,
Muay Thai Club Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1305485893,1305485893,
EECC Open Play,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1304981361,1304981361,
DANC 250 1 2747,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1248425676,1248425676,
Flow & Focus Yoga (Savvy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151697,1293151697,
Athletics & Recreation Leadership Mtg,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1300379557,1300379557,
DANC 123R 1 2754,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285069820,1285069820,
MSOC Film,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1319417044,1319417044,
EDC Rehearsals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1298682304,1298682304,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257031,1302257031,
PE 167 3 3614,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773917,1285773917,
PE 167 1 3600,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293392157,1293392157,
PE 112 1 3611,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303082980,1303082980,
BlaeZ Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1308170639,1308170639,
Saraas Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303524581,1303524581,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257285,1302257285,
DANC 123R 1 2754,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285069818,1285069818,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414091,1289414091,
PE 130 1 3612,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774301,1285774301,
CS Men's LAX,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291756574,1291756574,
Saraas Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303526550,1303526550,
Men's Soccer Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302424419,1302424419,
PE 112 1 3611,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303082979,1303082979,
PE 189 1 3607,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773920,1285773920,
PE 194 2 3617,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773923,1285773923,
Salsa Weekly Practices,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303524585,1303524585,
EKB Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303424499,1303424499,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414087,1289414087,
PE 130 1 3612,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285774294,1285774294,
DANC 250 1 2747,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1248425685,1248425685,
DANC 123R 2 2756,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285069821,1285069821,
Emory Ballroom Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303593040,1303593040,
EKB Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303424799,1303424799,
PE 191 1 3609,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773916,1285773916,
PE 194 2 3617,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773918,1285773918,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257033,1302257033,
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294203088,1294203088,
CS BJJ,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1292105667,1292105667,
Savera Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307679093,1307679093,
Choreography I,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1308170166,1308170166,
DANC 123R 2 2756,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285069819,1285069819,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257287,1302257287,
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294203208,1294203208,
Savera Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307679095,1307679095,
Savera Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307681091,1307681091,
Align & Flow Yoga (Stacy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293159611,1293159611,
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294203086,1294203086,
Men's Soccer Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302424423,1302424423,
